,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.96765614,1.0239223,0.95503366,0.9565147,0.9580171,0.9183651,0.9144633,0.90363854,0.91094315,0.87382126,0.88078576,0.8741603,0.9079281,0.8368772,0.8464937,0.8177558,0.856241,0.8502568,0.7949651,0.80997986,0.80002093,0.7824057,0.8437135,0.83930004,0.83656436,0.81313956,0.86517197,0.81338334,0.81469727
1,1.0,0.9377442,0.99251956,0.9309803,1.0275273,1.0125577,0.98306865,0.9722744,0.88781536,0.9381476,0.8566815,0.9655916,0.8352908,0.8904603,0.9216239,0.86073047,0.8559767,0.852263,0.8353501,0.82275724,0.8831964,0.9115729,0.8137042,0.8905072,0.88942343,0.8717427,0.89187783,0.8468179,0.8419245,0.8834096
2,1.0,1.0596551,1.035837,1.0099982,1.0104297,1.0305811,0.99562114,1.0529544,1.0374523,1.009731,1.0189649,1.0161774,1.0273304,1.0525206,1.0105637,1.0446292,1.015122,1.0744872,1.0883199,1.04252,1.0387492,1.037067,1.0433012,1.0395254,1.0452566,1.0549161,1.0605208,1.0566778,1.0236284,1.0148228
3,1.0,0.98159474,0.97597355,0.9935808,0.9833942,0.97663134,1.0129858,1.0031347,1.0262034,0.9955144,1.0309999,1.0354356,1.0311654,0.99891096,1.04245,1.0137459,1.0467969,1.0393062,1.0145559,1.0633899,1.0319552,1.0234663,1.049552,1.0094607,1.0077314,0.9919001,1.0323851,1.0109843,1.0489311,1.0342923
4,1.0,0.9619142,0.9748478,0.96474594,0.9526023,0.9128159,0.89541143,0.8849347,0.8533038,0.8395856,0.82799906,0.8133654,0.8002866,0.81613255,0.80669314,0.77907115,0.77761537,0.77240765,0.76582706,0.7275594,0.72749263,0.73429567,0.71344835,0.73568606,0.73731995,0.7257339,0.7318277,0.7301235,0.71241885,0.7251081
5,1.0,1.0362685,1.0064985,1.0167998,1.0004631,1.0060716,1.0191476,1.0277559,1.0304087,1.0399029,1.0623559,1.0329171,1.0579195,1.0696743,1.0383006,1.0655833,1.0560274,1.049105,1.0925975,1.0589298,1.0732151,1.0496843,1.0541178,1.0582689,1.0784469,1.0612795,1.049519,1.0658121,1.0674554,1.0437067
6,1.0,0.9657782,0.9650783,0.94632834,0.96071315,0.9489932,0.94567126,0.9420436,0.9215906,0.94927514,0.9249401,0.92150056,0.8896102,0.91290224,0.88749367,0.8770756,0.8666638,0.861734,0.8524602,0.8686412,0.9075056,0.88485354,0.8817458,0.8645071,0.8740961,0.8952012,0.89503616,0.87470233,0.8744273,0.8684221
7,1.0,1.0124402,1.0281111,1.0287684,1.0308824,1.0418153,1.055657,1.0353895,1.0433283,1.0715345,1.0312271,1.0737097,1.0629483,1.0467637,1.0702236,1.069157,1.0774926,1.0664896,1.075635,1.0920362,1.0635712,1.0666087,1.0667465,1.0721692,1.0823601,1.0340116,1.0734996,1.0477003,1.0742224,1.0868458
8,1.0,0.9920383,0.9992927,1.0006001,1.0036116,1.0015498,1.0366377,1.0040319,1.0277674,1.0227227,1.0172935,1.0373104,1.0246251,1.0263305,1.0502675,1.012198,1.0098423,1.0397425,1.013988,1.0392278,1.0067878,1.0360152,1.0341445,1.0230038,1.0245495,1.0120424,1.039378,1.0392355,1.0100363,1.0290897
9,1.0,1.0044767,0.9900035,1.0148904,0.9791745,1.0052226,1.0093412,1.0291128,1.0392202,1.0356766,1.0425181,1.0319769,1.0484734,1.0429065,1.0682114,1.0487474,1.034349,1.0164502,1.0482845,1.0263584,1.0471356,1.0386235,1.0545852,1.0512537,1.0601243,1.0218809,1.0278798,1.0564166,1.0597486,1.0481579
