,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,500.0,499.96913290023804,499.9878845214844,500.00964975357056,500.00884115695953,500.0351243019104,500.06364274024963,500.0734484195709,500.0853122472763,500.0663059949875,500.08381021022797,500.09700095653534,500.09195840358734,500.0862239599228,500.0853990316391,500.09826016426086,500.1056672334671,500.0972418785095,500.1063377857208,500.10534727573395,500.07681691646576,500.0434651374817,500.04672515392303,500.0440773963928,500.0197561979294,500.0086622238159,500.0053118467331,500.00995683670044,500.0085070133209,500.0239715576172
1,500.0,500.004714012146,499.99585539102554,499.97780883312225,499.97326558828354,499.96165972948074,499.9593982100487,499.9471513032913,499.9683777689934,499.93431955575943,499.97308653593063,499.9956958293915,500.00223302841187,500.0020989179611,500.02969563007355,500.00246143341064,499.9692405462265,499.9908535480499,500.01722240448,500.0186221599579,499.9759209752083,499.92500215768814,499.94715201854706,499.9997817873955,500.00147247314453,499.98165476322174,500.01943945884705,500.0332624912262,500.0315520763397,500.00075507164
2,500.0,500.01526033878326,500.0190598964691,500.0280877351761,500.02212941646576,500.02196300029755,500.0345058441162,499.99914848804474,499.94917184114456,499.98434227705,500.0195473432541,500.03126335144043,500.042405128479,500.05997228622437,500.05726385116577,500.0656690597534,500.08118534088135,500.09084117412567,500.09487879276276,500.0921757221222,500.076176404953,500.08203887939453,500.08897602558136,500.08698117733,500.0899943113327,500.0773825645447,500.08315324783325,500.07104897499084,500.06104719638824,500.0777734518051
3,500.0,499.99886524677277,499.97758108377457,499.96702575683594,499.9738169312477,499.96831208467484,499.9616453051567,499.9868794679642,499.99524277448654,500.0319516658783,500.04467940330505,500.0464986562729,500.0316811800003,500.05936765670776,500.0693304538727,500.0791349411011,500.0793101787567,500.09120094776154,500.08507680892944,500.0859456062317,500.0849336385727,500.0874294042587,500.0853074789047,500.0721558332443,500.06476271152496,500.06953251361847,500.07979702949524,500.079362988472,500.0769753456116,500.08301174640656
4,500.0,500.00200641155243,499.9958471059799,499.99917989969254,500.0183688402176,500.02850925922394,500.02296364307404,500.00523841381073,500.0068657398224,500.01611614227295,500.0126688480377,500.0308482646942,500.0206940174103,500.00613963603973,499.98994755744934,500.00109255313873,500.0007393360138,500.0253154039383,500.017759680748,500.0004770755768,499.99793642759323,500.02488672733307,500.0249470472336,500.0382161140442,500.03288292884827,500.0366497039795,500.0251432657242,500.0271543264389,500.01553761959076,500.0072271823883
5,500.0,500.00735092163086,500.0010805130005,500.0009765625,500.00379979610443,499.9841269850731,499.99878466129303,500.0160425901413,500.0150080919266,500.01642668247223,500.0145471096039,500.0124523639679,499.9790575504303,499.9495547413826,499.9932641386986,500.0122903585434,500.0124942064285,500.0183387994766,500.02094888687134,500.02826750278473,500.0412756204605,500.0457990169525,500.04387855529785,500.0506989955902,500.04834282398224,500.0364636182785,500.0283566713333,500.0137884616852,500.0320724248886,500.0292730331421
6,500.0,499.9939005970955,499.9689853787422,499.9938224554062,499.96741300821304,499.95188426971436,499.97320687770844,499.99203246831894,499.99010264873505,500.01550126075745,500.0251624584198,500.0273597240448,499.9873551130295,500.006308555603,500.0022089481354,499.99289709329605,500.0128529071808,500.0040364265442,500.01973497867584,500.02041506767273,500.03435921669006,500.0392690896988,500.01823472976685,500.0245417356491,500.01751160621643,500.0135600566864,500.01275527477264,500.0268067121506,500.03799700737,500.04958415031433
7,500.0,499.98557966947556,500.003013253212,499.9842215180397,499.9653022289276,499.96811735630035,499.9593399167061,499.95602720975876,500.00007688999176,500.00573658943176,500.00121343135834,499.97391110658646,499.9941068291664,499.9940693974495,500.00923669338226,500.0090754032135,500.01230680942535,499.96473026275635,499.9915093779564,499.98888742923737,500.0203375816345,500.0024161338806,500.0192985534668,500.0326842069626,500.0404930114746,500.03802621364594,500.021875500679,500.0175131559372,500.03255808353424,500.00353598594666
8,500.0,499.9860836863518,499.95864629745483,499.9632889032364,499.9531705379486,499.93458700180054,499.93646961450577,499.93478894233704,499.93687504529953,499.9673542380333,499.95329612493515,499.9792162179947,499.90349566936493,499.9008300304413,499.91158294677734,499.9187368750572,499.9320704936981,499.915334045887,499.9295526742935,499.9014142751694,499.9304092526436,499.9348763227463,499.9462696313858,499.9267275929451,499.93020009994507,499.92665588855743,499.9134915471077,499.9320615530014,499.9480887055397,499.9550287127495
9,500.0,500.0114817619324,499.99825417995453,500.0140484571457,499.99117225408554,499.9534057378769,499.98941826820374,499.9822298884392,500.0028592348099,499.9957739710808,499.98404335975647,499.96625077724457,499.96987360715866,499.98905569314957,499.97482419013977,499.9814924001694,500.0004708766937,500.03026032447815,499.99522465467453,499.999592423439,500.028248667717,500.01094150543213,499.98572635650635,499.9874332547188,499.9699863791466,500.015297293663,500.00793731212616,499.9892113208771,499.9506138563156,499.9643588066101
10,500.0,499.99506932497025,499.9713941216469,499.99915331602097,499.9835692048073,499.99090814590454,500.0063637495041,499.99864852428436,499.991381585598,499.9676288366318,499.9742423295975,499.96500939130783,499.98292487859726,500.0038950443268,500.00791597366333,500.0150098800659,500.017192363739,500.0262414216995,500.02697145938873,500.0108267068863,499.9562092423439,499.95231503248215,499.97648072242737,500.02256524562836,500.00603103637695,499.95656883716583,499.9627343416214,499.93213254213333,499.9258106946945,499.9371055960655
11,500.0,499.9865816831589,499.9733009338379,499.9833615422249,499.9859794974327,500.01010179519653,500.0148946046829,500.0079494714737,499.99066495895386,499.9880356788635,499.9782404303551,499.97779327630997,499.97958505153656,499.9770268201828,499.970341861248,499.9485313296318,499.9391176700592,499.97017872333527,499.9850143790245,499.97053617239,500.0183000564575,500.0234566926956,500.03183472156525,499.99447000026703,500.0346145629883,499.9842794537544,500.0054222345352,500.0054725408554,500.0280215740204,500.0052021741867
12,500.0,499.9675721526146,499.9986256957054,499.96758741140366,499.9848138689995,499.98035937547684,499.9625996351242,499.9711636900902,499.9693156480789,499.99513524770737,500.0182251930237,500.0053629875183,500.0111222267151,500.0427669286728,500.0316324234009,500.0019277334213,499.9851316213608,499.96348547935486,499.95903980731964,499.95200288295746,499.9752937555313,499.9651963710785,499.99886709451675,500.0036107301712,499.99781304597855,500.0128608942032,500.0153249502182,499.9987705349922,500.0013527870178,499.97128427028656
13,500.0,500.00818169116974,499.99737852811813,500.01887714862823,500.0178668498993,500.0118135213852,500.0050753355026,499.9855824112892,499.9935926795006,499.9872393012047,499.99297243356705,500.01666700839996,500.0478843450546,500.0064071416855,499.98455286026,499.97150045633316,499.99079954624176,499.9690720438957,499.98301589488983,499.9698646068573,499.95134538412094,499.95133882761,499.98031318187714,499.99168825149536,499.99536377191544,500.01615488529205,500.02071142196655,500.00508522987366,499.99041563272476,500.00109326839447
14,500.0,499.9978994131088,499.9971706867218,499.98404693603516,499.9883908033371,499.96836590766907,500.00339221954346,499.9792261123657,499.96506893634796,499.90891617536545,499.9213089942932,499.9720323085785,499.9402043223381,499.9622948169708,499.9911176562309,499.9933537840843,499.98983174562454,500.01628816127777,500.0457636117935,500.0440698862076,500.04922592639923,500.03832495212555,499.99533849954605,499.99340707063675,500.011421084404,500.0118556022644,500.00054121017456,499.9309863448143,499.92644023895264,499.912828207016
15,500.0,499.9992671608925,499.98840606212616,500.0038175582886,499.96743059158325,499.9736184477806,499.9394692182541,499.93752509355545,499.96305829286575,499.99099093675613,499.9758372306824,499.9784662723541,499.95238250494003,499.93980902433395,499.93094366788864,499.921848654747,499.9160761833191,499.91358119249344,499.9315047264099,499.9025592803955,499.91321831941605,499.8710708618164,499.92206889390945,499.96660101413727,499.96993786096573,500.0085783004761,499.99877470731735,499.9899500608444,499.98824721574783,499.9716942310333
16,500.0,499.98687690496445,499.9932279586792,499.9774895310402,499.99594247341156,499.9671650528908,499.99358892440796,500.0261173248291,500.0152553319931,500.02345299720764,500.0509933233261,500.0524299144745,500.03498435020447,500.0292353630066,500.00623536109924,500.0103758573532,500.0280010700226,500.0483604669571,500.0454580783844,500.06103515625,500.0667253732681,500.066198348999,500.0655001401901,500.05728018283844,500.0686036348343,500.0598499774933,500.05547511577606,500.0414992570877,500.03751492500305,500.04327297210693
17,500.0,500.0034130811691,499.9991660118103,500.02139592170715,500.02778112888336,500.01020526885986,499.98289412260056,499.985113799572,500.0084103345871,500.02616250514984,500.0073323249817,499.98639953136444,499.98578947782516,500.02245032787323,500.017590880394,500.03645849227905,500.0392761230469,500.0518407821655,499.9915909767151,499.98042917251587,499.99402821063995,500.01537668704987,500.03433203697205,500.02152168750763,500.0363163948059,500.0387661457062,500.0553687810898,500.0547994375229,500.05465364456177,500.0540107488632
18,500.0,499.9865950345993,499.95071732997894,499.9360274672508,499.97440791130066,499.9797213077545,499.98706316947937,499.9682427048683,499.9426181316376,499.95526546239853,499.97394037246704,499.9664192199707,499.98851799964905,500.00193214416504,500.0372771024704,500.0523211956024,500.0630193948746,500.05125546455383,500.0364109277725,500.0625969171524,500.0556186437607,500.0671783685684,500.0740530490875,500.07041478157043,500.07503044605255,500.0611548423767,500.03656232357025,500.0094509124756,500.0057443380356,500.05020117759705
19,500.0,499.97753846645355,499.99551141262054,499.97691267728806,499.9727362394333,499.99276953935623,499.98940896987915,499.9890174269676,500.0007860660553,499.96955102682114,499.95154470205307,499.963843524456,499.92525666952133,499.9324449300766,499.9365455508232,499.93389171361923,499.93910521268845,499.94954973459244,499.92177414894104,499.92804712057114,499.9329435825348,499.93178886175156,499.9618851542473,499.97784024477005,500.00273859500885,499.97153836488724,499.9621229171753,499.9503884315491,499.99206817150116,500.0115317106247
20,500.0,499.9994204044342,499.976247549057,499.97196555137634,500.00071573257446,500.02015590667725,500.0262408256531,499.9976242184639,499.9667710661888,499.9785205125809,499.96957916021347,500.014843583107,499.9691268801689,499.9623221755028,499.9834487438202,499.9868447780609,499.9962047338486,500.0207054615021,500.0349986553192,500.012696146965,500.0381518602371,500.05283558368683,500.0508713722229,500.0519509315491,500.02160358428955,499.98575538396835,499.9806671142578,499.96692168712616,499.9283357858658,499.976036965847
21,500.0,499.9865862727165,499.9650837779045,499.97808116674423,500.00225925445557,499.986455142498,499.951012134552,499.9702572822571,499.9917041659355,499.96507078409195,499.96192693710327,500.0171400308609,500.03361320495605,500.0097713470459,499.98632073402405,499.99193155765533,499.987157702446,500.02186119556427,500.0478650331497,500.05020439624786,500.0435906648636,500.01996314525604,500.05151629447937,500.0342273712158,499.9929742217064,500.02322268486023,499.9976826310158,500.011491894722,500.02922332286835,500.0074827671051
22,500.0,499.99524706602097,499.99613839387894,500.01010632514954,500.0195754766464,500.0296769142151,500.01299273967743,499.95942771434784,499.97286224365234,499.95119351148605,499.97239220142365,500.0225952863693,500.0348091125488,500.0350104570389,500.04625630378723,500.059166431427,500.0528441667557,500.0504400730133,500.02344489097595,499.98620438575745,499.9621684551239,499.99472081661224,499.9905428290367,499.9901970028877,500.00669145584106,500.02148854732513,500.0503898859024,500.04440236091614,500.03600907325745,500.04783284664154
