,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.9969329208732083,1.0054990493788227,0.9931999192320056,1.007472050602111,1.0119548704354642,1.0338621726626755,1.063320322948014,1.0660988827421545,1.0815453410578761,1.0635203147325216,1.0787553162770136,1.072887585930594,1.050334834838226,1.0248291432425918,1.0309073151400727,1.0315827750360285,1.0451915509213308,1.0433406923774482,1.0336387827962268,1.020252095692462,1.018842894561053,1.016652648199585,1.0444104299010768,1.0590136147060765,1.0419712264783128,1.0391879001037734,1.0401299594510849,1.0291093961471236,1.0240629965310364
1,1.0,1.005341725756777,1.0113136576849893,0.9973830093464395,0.9846643625350606,0.9838037762708072,0.9961214245159576,0.9909090524867784,0.9791701356614092,0.9509536370771985,0.9565552370993768,0.9612200468907742,0.9656464276710297,0.9633724396290401,0.9584832658501594,0.9622621512262558,0.9645364276782398,0.977106275521903,0.993022112375522,1.0010428959838784,0.9838775754942588,0.968574496502701,0.9731788642281771,0.9836697128715447,0.976704480296891,0.9678877226502319,0.9230713031079806,0.9185330345452734,0.9171897770848063,0.9252461090456298
2,1.0,0.9972009488651775,1.0228398021412333,1.0158522357164743,1.018644230434609,1.024607026736322,1.0216158436610874,1.0216521262296117,1.0056537512728714,1.0193518649502349,1.023092900255345,1.0325648357886916,1.0393138991638158,1.0591424025993499,1.0717588737753492,1.0628153334382826,1.0623616878006934,1.0561844600710795,1.043363040248219,1.0478665624305366,1.03506328670533,1.0468255417992587,1.020615089312825,1.0155891129724046,1.0096122382591934,1.003413345353104,0.9972026191948652,1.0012531990637057,1.008848274351945,1.004000331814261
3,1.0,1.0006752976658593,1.0171549915017293,1.032101097563671,1.0418234456867432,1.0607947523163415,1.0765353849605708,1.0642378853007202,1.06486843885835,1.0695991550082358,1.0850301282314467,1.0848646408802207,1.0873950836920023,1.0747309386906745,1.0703212451550554,1.0831549003418042,1.0721531810567433,1.0882211115221105,1.0814466564168386,1.0669686553286388,1.0565669687044505,1.0471288452712313,1.0435666080887849,1.0555696482699661,1.056339320522473,1.0483998529498737,1.050286319327318,1.079415602997602,1.0904353187636335,1.0802530881613532
4,1.0,1.0021659712928839,1.0086049924537825,1.0151905333884448,1.0312481989928455,1.032484765831333,1.0442167570667371,1.0348148081727593,1.0376124415626187,1.033332164831514,1.010606659362773,1.0440791764700834,1.0327006193379733,1.014374511060764,1.0036291066190737,0.9902017030466467,1.0230124061670136,0.9996700240060462,1.0135849283139169,0.994097320654036,1.0184155528889605,1.015803166771073,1.0481088719385037,1.0401245680201112,1.0597272860306366,1.0555001434682831,1.0657970528872482,1.020320474785352,1.018160359719367,1.01421732220805
5,1.0,1.0107847185317105,1.0142420948783117,1.0117380748051348,1.0292580836067646,1.0336501175148962,1.0500286342935967,1.0462625787567363,1.0356799136767842,1.0278863845328743,1.0183302204887685,1.0186910588160265,1.0088411270004614,0.9984352005274388,0.9895941917721685,0.9987127838764545,1.0164315376120607,1.0445071239493022,1.0529297653028724,1.0505268768608431,1.0436540776433116,1.0674274177059353,1.0726596979656526,1.1033833887402333,1.1264150863681035,1.1620463823811242,1.1602789343604716,1.175888185324333,1.1615712236148195,1.1506982917262734
6,1.0,1.004379016039277,1.0117420003708362,1.0168546508352234,1.0121787968992824,1.0148729615251968,1.0435833130661705,1.0589123866737031,1.0689737132937132,1.0579106052589757,1.0407732616609213,1.0372566239723262,1.0269547268406265,1.0262094192356614,1.0172205984190694,1.0193143294442129,1.0054971880016144,1.0229662462297293,1.0469090230738443,1.0701374507234647,1.0616813745301126,1.057990574076178,1.0528739296353442,1.0467044035204138,1.027565255725665,1.0191825722216852,1.0433327313839014,1.044817281917914,1.0702312883748175,1.0934925771040698
7,1.0,1.007337727344913,1.0081415360384622,0.9953114526670199,1.0037598240880654,1.0003420253197914,1.0123122018812967,0.999420574335705,0.9885305547561232,0.9960781174460503,1.0024652942380419,1.022508523663904,1.0135088255096971,0.9984879335595087,0.9848548178523338,0.9932660063345038,1.0038241486734303,1.0137987007663989,1.0289368048843857,1.026638661811481,1.0386780250723124,1.0360927448765316,1.062883144321165,1.0588747736833055,1.061772689641395,1.0507571774364433,1.0714503292752184,1.0889083508924173,1.0997009011966277,1.083292475606712
8,1.0,0.9885018981944687,0.9975267083827147,0.998196017419992,0.994781283059026,1.0054583864974167,0.9959374594776704,0.9802184156929938,0.9667190614159827,0.9603107624372239,0.9610037577489746,0.9984040815544302,1.0203231520499991,1.04388845685479,1.0321203854713534,1.0396789062050589,1.0338966731318053,1.0426169281506603,1.0500147449071109,1.0669395062532112,1.0556525185086951,1.030639307908685,1.0345913381961225,1.035397692769731,1.0509177254944093,1.0502109371289496,1.0296531254661252,1.0260182471875419,1.0279406178692325,1.02251000913227
9,1.0,1.013481501879087,1.024951291819598,1.0354901770763365,1.0215015272372023,1.0445832394736865,1.0429414942294752,1.0275801455664835,0.9870842377634286,0.9859378344416764,0.9772282315157661,1.0035855652918204,1.0070611494138835,1.0202875549282295,1.040288421668827,1.0302311310453476,1.0333376769474543,1.0095476592445,1.008199547978667,1.011735726371695,0.9882243167603801,0.9928990362815234,0.9939359728998172,0.9808095619907962,0.999782028449619,1.010884017463429,1.0227355886165357,1.031940502072853,1.0512362591702233,1.052542867103551
10,1.0,0.9904628899235666,0.9958027702700861,0.9985701662133677,1.0066561852456741,0.9939113259536293,0.9724442038296744,0.9746195921681335,0.9631190264630258,0.9703865326134268,0.9661556310135834,0.9795920050053005,0.9738401254491101,0.998761420642623,0.996367439337094,0.9895914000316242,0.9925854223199814,1.0016228997238836,0.9833025044431497,0.9909946760724712,0.9621804473827166,0.9483456774152231,0.9790928263511358,0.9686516030501011,0.953428142569424,0.9804672731739528,1.0067866752415724,0.9948224621169273,1.0294716529481271,1.0066380110596183
11,1.0,0.9985585143450536,0.9854723982723966,0.9962843039059815,1.0087254433041302,1.0310323048071306,1.0423935189674252,1.0414013419509927,1.0597567500404887,1.0591892337016464,1.0606728884726884,1.0676218274242597,1.0787357421342985,1.0556606566015485,1.0533128170009007,1.0657215734561771,1.0624675425341896,1.0525809292346164,1.0366996811315825,1.0553952624855192,1.0573680322442245,1.0488291433922783,1.0652782301181347,1.0937641190713785,1.0799603727431797,1.0916742310662622,1.0855220812195074,1.0957849028461943,1.1136843758324222,1.1040399485444243
12,1.0,1.0100059169155895,1.014282153732422,1.0337183163799697,1.0327145610126403,1.028023888355736,1.0281123607729727,1.035188824216527,1.0562567733170036,1.0727211369969307,1.0623553479915222,1.060196481137759,1.0493211685372634,1.052225836710782,1.079525905443361,1.0758564745610932,1.0780532805416438,1.0834499337870072,1.0594197975964206,1.0424035643475793,1.0357194991962635,1.0336099514461004,1.0405087874567651,1.0667580210944538,1.0761553694061925,1.0695600122914022,1.082268023735279,1.0968919624897067,1.1058395287263514,1.0967533995856176
13,1.0,1.0032603118532097,0.98979585270078,0.9987229925094416,0.992136311876738,1.001941158931078,1.0047670461177776,1.0380008946315218,1.0649068014755858,1.0837034295306882,1.0785512047368087,1.0595974466288118,1.0535035038101404,1.034448921302987,1.062699783226466,1.0720928009971722,1.0787115884709721,1.0801636065357445,1.1039691663201971,1.107549664615922,1.1008468806404599,1.1080824943839052,1.0845864983646147,1.102404869236004,1.1156624499875012,1.1040467569847583,1.1153207823681026,1.0898521197242994,1.1094754620921747,1.078228681581194
14,1.0,1.0162845136193603,1.012532434975249,1.0115294993789434,0.9948471906388646,0.9912310149295324,0.9873762302175664,0.984816339223945,0.9942368121978327,0.9996054237747345,1.0035729221250533,1.004062493801168,1.0083378659449866,1.0172315200957185,1.037318233122236,1.0328916842709783,1.0641916737388983,1.0692069736120047,1.0714356082584529,1.0876855805972807,1.0812615806420933,1.0803690179180923,1.0556986583834926,1.0385598839053682,1.042453258170837,1.0737393051743722,1.0804774301961608,1.0745872887527295,1.071735444975558,1.0741799672301966
