,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.96253866,1.0239532,1.011234,1.0015848,0.93498117,0.9621001,0.91532505,0.9410275,0.8669005,0.8662267,0.7768472,0.7966253,0.7561675,0.75699914,0.7444124,0.7675694,0.7126056,0.7397204,0.7307812,0.7490095,0.6994325,0.7564866,0.7348069,0.7361939,0.7128813,0.71164507,0.71152115,0.6923746,0.67706203
1,1.0,0.98634374,0.9721002,0.96381605,0.98515606,0.98895586,0.9881167,1.0066105,1.0277698,1.0169289,1.0033875,0.9713506,1.056004,1.0672923,1.1012203,1.1116942,1.1418021,1.1300747,1.1655174,1.1638733,1.2270476,1.1839564,1.1938192,1.1759857,1.2007257,1.1914479,1.208076,1.2264105,1.2227312,1.2018136
2,1.0,1.0165622,1.04891,1.0702075,1.1148436,1.1371292,1.0980909,1.1777806,1.1846117,1.247595,1.1723195,1.2121743,1.1689134,1.1829026,1.1661857,1.2003,1.1715944,1.1699388,1.1408509,1.1494691,1.1372063,1.1417342,1.1137902,1.1260573,1.134974,1.0963382,1.0677123,1.1109962,1.1432763,1.1627342
3,1.0,0.98136467,0.9531765,0.97405386,0.9600427,1.002306,0.9897695,0.995142,1.0092975,1.0456333,1.0345004,1.0215319,1.0314567,1.0311319,1.0261842,1.0244741,1.0466217,1.0140758,0.9704373,0.9765724,0.9866636,1.0028913,0.97043645,1.0142837,0.9655752,0.9794302,0.9682987,0.96472096,0.94081455,0.93859124
4,1.0,1.0171281,0.9912747,0.9782863,0.9843211,1.0073512,1.0132484,1.0057796,0.96380025,0.9585296,0.9112581,0.9168702,0.90564024,0.86030966,0.84179765,0.7825606,0.7687701,0.7261602,0.7187431,0.7207232,0.69458157,0.6689428,0.6447632,0.6587919,0.6332733,0.646851,0.6301955,0.6351022,0.6362057,0.64421403
5,1.0,0.9955067,0.98839647,0.99593973,1.0074608,1.044668,1.0404569,1.077884,1.0735005,1.131328,1.1290505,1.1606072,1.174943,1.151796,1.1724199,1.2252016,1.2692608,1.2714343,1.2967955,1.3436843,1.3774751,1.3879893,1.3826083,1.3926479,1.3856207,1.3287694,1.2583756,1.2148837,1.1800021,1.196438
6,1.0,0.9758804,0.92745405,0.89963573,0.90442824,0.8814911,0.86112005,0.86717606,0.8348832,0.88483095,0.8359818,0.7943035,0.74869287,0.7531612,0.72294474,0.7435784,0.7277972,0.7225575,0.6971345,0.7027558,0.66262937,0.66972333,0.63644636,0.6327865,0.6202004,0.6378843,0.62590176,0.64160675,0.6237548,0.6161997
7,1.0,1.0254204,1.0410198,1.046754,1.055129,1.0641499,1.092239,1.0924035,1.0596176,1.0210956,0.9580826,1.0149777,0.99446845,1.0476027,1.0283813,1.0897765,1.0867751,1.1042513,1.0850202,1.0894284,1.0792544,1.060797,1.0172776,1.0313678,1.032519,1.045016,1.0208938,1.0125057,1.0319294,1.0661918
8,1.0,0.98556006,0.95946443,0.8997762,0.9255546,0.95498025,0.9526491,0.9493922,0.9706522,1.008516,1.0378866,1.0177703,1.023824,1.0069708,1.0499327,1.0529487,1.0636022,1.1068243,1.1323,1.1771009,1.2301049,1.3331879,1.347798,1.4052767,1.4755627,1.5153013,1.522717,1.5349799,1.5562868,1.5413687
9,1.0,0.9897863,1.0251648,1.011531,1.0135626,1.0127782,1.0021467,1.0434513,1.0559596,1.0830042,1.1198353,1.1310412,1.1387678,1.089105,1.116438,1.0959195,1.0873605,1.0445762,0.9880701,0.97804,0.99515957,0.923228,0.9128939,0.89024866,0.87679267,0.8482845,0.8450745,0.8300998,0.8343546,0.8163124
